scenario_id,policy,route_id,month,type_id,roundtrips
p80-f75-h6,historical_shares,11122,2,673,4
p80-f75-h6,historical_shares,11122,3,629,127
p80-f75-h6,historical_shares,11122,3,631,8
p80-f75-h6,historical_shares,11122,3,673,4
p80-f75-h6,historical_shares,11122,4,629,122
p80-f75-h6,historical_shares,11122,4,631,8
p80-f75-h6,historical_shares,11122,4,673,4
p80-f75-h6,historical_shares,11122,5,629,136
p80-f75-h6,historical_shares,11122,5,631,9
p80-f75-h6,historical_shares,11122,5,673,4
p80-f75-h6,historical_shares,11122,6,629,146
p80-f75-h6,historical_shares,11122,6,631,9
p80-f75-h6,historical_shares,11122,6,673,5
p80-f75-h6,historical_shares,11122,7,629,145
p80-f75-h6,historical_shares,11122,7,631,9
p80-f75-h6,historical_shares,11122,7,673,5
p80-f75-h6,historical_shares,11122,8,629,148
p80-f75-h6,historical_shares,11122,8,631,9
p80-f75-h6,historical_shares,11122,8,673,5
p80-f75-h6,historical_shares,11122,9,629,145
p80-f75-h6,historical_shares,11122,9,631,9
p80-f75-h6,historical_shares,11122,9,673,5
p80-f75-h6,historical_shares,11122,10,629,148
p80-f75-h6,historical_shares,11122,10,631,9
p80-f75-h6,historical_shares,11122,10,673,5
p80-f75-h6,historical_shares,11122,11,629,140
p80-f75-h6,historical_shares,11122,11,631,9
p80-f75-h6,historical_shares,11122,11,673,4
p80-f75-h6,historical_shares,11122,12,629,149
p80-f75-h6,historical_shares,11122,12,631,9
p80-f75-h6,historical_shares,11122,12,673,5
p80-f75-h6,historical_shares,13851,1,629,1
p80-f75-h6,historical_shares,13851,1,631,14
p80-f75-h6,historical_shares,13851,1,673,89
p80-f75-h6,historical_shares,13851,2,629,1
p80-f75-h6,historical_shares,13851,2,631,13
p80-f75-h6,historical_shares,13851,2,673,86
p80-f75-h6,historical_shares,13851,3,629,1
p80-f75-h6,historical_shares,13851,3,631,16
p80-f75-h6,historical_shares,13851,3,673,100
p80-f75-h6,historical_shares,13851,4,629,1
p80-f75-h6,historical_shares,13851,4,631,16
p80-f75-h6,historical_shares,13851,4,673,99
p80-f75-h6,historical_shares,13851,5,629,1
p80-f75-h6,historical_shares,13851,5,631,16
p80-f75-h6,historical_shares,13851,5,673,103
p80-f75-h6,historical_shares,13851,6,629,1
p80-f75-h6,historical_shares,13851,6,631,15
p80-f75-h6,historical_shares,13851,6,673,98
p80-f75-h6,historical_shares,13851,7,629,1
p80-f75-h6,historical_shares,13851,7,631,16
p80-f75-h6,historical_shares,13851,7,673,101
p80-f75-h6,historical_shares,13851,8,629,1
p80-f75-h6,historical_shares,13851,8,631,15
p80-f75-h6,historical_shares,13851,8,673,96
p80-f75-h6,historical_shares,13851,9,629,1
p80-f75-h6,historical_shares,13851,9,631,14
p80-f75-h6,historical_shares,13851,9,673,86
p80-f75-h6,historical_shares,13851,10,629,1
p80-f75-h6,historical_shares,13851,10,631,11
p80-f75-h6,historical_shares,13851,10,673,71
p80-f75-h6,historical_shares,13851,11,629,1
p80-f75-h6,historical_shares,13851,11,631,9
p80-f75-h6,historical_shares,13851,11,673,58
p80-f75-h6,historical_shares,13851,12,629,1
p80-f75-h6,historical_shares,13851,12,631,10
p80-f75-h6,historical_shares,13851,12,673,61
p80-f75-h6,historical_shares,12280,1,629,36
p80-f75-h6,historical_shares,12280,1,631,31
p80-f75-h6,historical_shares,12280,1,673,25
p80-f75-h6,historical_shares,12280,2,629,33
p80-f75-h6,historical_shares,12280,2,631,28
p80-f75-h6,historical_shares,12280,2,673,22
p80-f75-h6,historical_shares,12280,3,629,36
p80-f75-h6,historical_shares,12280,3,631,32
p80-f75-h6,historical_shares,12280,3,673,25
p80-f75-h6,historical_shares,12280,4,629,35
p80-f75-h6,historical_shares,12280,4,631,31
p80-f75-h6,historical_shares,12280,4,673,24
p80-f75-h6,historical_shares,12280,5,629,45
p80-f75-h6,historical_shares,12280,5,631,39
p80-f75-h6,historical_shares,12280,5,673,31
p80-f75-h6,historical_shares,12280,6,629,46
p80-f75-h6,historical_shares,12280,6,631,40
p80-f75-h6,historical_shares,12280,6,673,31
p80-f75-h6,historical_shares,12280,7,629,54
p80-f75-h6,historical_shares,12280,7,631,47
p80-f75-h6,historical_shares,12280,7,673,37
p80-f75-h6,historical_shares,12280,8,629,52
p80-f75-h6,historical_shares,12280,8,631,46
p80-f75-h6,historical_shares,12280,8,673,36
p80-f75-h6,historical_shares,12280,9,629,48
p80-f75-h6,historical_shares,12280,9,631,42
p80-f75-h6,historical_shares,12280,9,673,33
p80-f75-h6,historical_shares,12280,10,629,43
p80-f75-h6,historical_shares,12280,10,631,38
p80-f75-h6,historical_shares,12280,10,673,29
p80-f75-h6,historical_shares,12280,11,629,36
p80-f75-h6,historical_shares,12280,11,631,32
p80-f75-h6,historical_shares,12280,11,673,25
p80-f75-h6,historical_shares,12280,12,629,30
p80-f75-h6,historical_shares,12280,12,631,26
p80-f75-h6,historical_shares,12280,12,673,20
p80-f75-h6,historical_shares,14869,1,629,7
p80-f75-h6,historical_shares,14869,1,631,21
p80-f75-h6,historical_shares,14869,1,673,52
p80-f75-h6,historical_shares,14869,2,629,7
p80-f75-h6,historical_shares,14869,2,631,23
p80-f75-h6,historical_shares,14869,2,673,57
p80-f75-h6,historical_shares,14869,3,629,8
p80-f75-h6,historical_shares,14869,3,631,26
p80-f75-h6,historical_shares,14869,3,673,66
p80-f75-h6,historical_shares,14869,4,629,9
p80-f75-h6,historical_shares,14869,4,631,29
p80-f75-h6,historical_shares,14869,4,673,74
p80-f75-h6,historical_shares,14869,5,629,7
p80-f75-h6,historical_shares,14869,5,631,24
p80-f75-h6,historical_shares,14869,5,673,60
p80-f75-h6,historical_shares,14869,6,629,6
p80-f75-h6,historical_shares,14869,6,631,20
p80-f75-h6,historical_shares,14869,6,673,49
p80-f75-h6,historical_shares,14869,7,629,6
p80-f75-h6,historical_shares,14869,7,631,21
p80-f75-h6,historical_shares,14869,7,673,51
p80-f75-h6,historical_shares,14869,8,629,7
p80-f75-h6,historical_shares,14869,8,631,24
p80-f75-h6,historical_shares,14869,8,673,59
p80-f75-h6,historical_shares,14869,9,629,9
p80-f75-h6,historical_shares,14869,9,631,28
p80-f75-h6,historical_shares,14869,9,673,72
p80-f75-h6,historical_shares,14869,10,629,8
p80-f75-h6,historical_shares,14869,10,631,25
p80-f75-h6,historical_shares,14869,10,673,64
p80-f75-h6,historical_shares,14869,11,629,7
p80-f75-h6,historical_shares,14869,11,631,22
p80-f75-h6,historical_shares,14869,11,673,55
p80-f75-h6,historical_shares,14869,12,629,6
p80-f75-h6,historical_shares,14869,12,631,21
p80-f75-h6,historical_shares,14869,12,673,51
p80-f75-h6,historical_shares,14783,1,629,7
p80-f75-h6,historical_shares,14783,1,631,17
p80-f75-h6,historical_shares,14783,1,673,48
p80-f75-h6,historical_shares,14783,2,629,8
p80-f75-h6,historical_shares,14783,2,631,17
p80-f75-h6,historical_shares,14783,2,673,48
p80-f75-h6,historical_shares,14783,3,629,9
p80-f75-h6,historical_shares,14783,3,631,22
p80-f75-h6,historical_shares,14783,3,673,61
p80-f75-h6,historical_shares,14783,4,629,7
p80-f75-h6,historical_shares,14783,4,631,16
p80-f75-h6,historical_shares,14783,4,673,44
p80-f75-h6,historical_shares,14783,5,629,10
p80-f75-h6,historical_shares,14783,5,631,21
p80-f75-h6,historical_shares,14783,5,673,60
p80-f75-h6,historical_shares,14783,6,629,9
p80-f75-h6,historical_shares,14783,6,631,22
p80-f75-h6,historical_shares,14783,6,673,61
p80-f75-h6,historical_shares,14783,7,629,10
p80-f75-h6,historical_shares,14783,7,631,23
p80-f75-h6,historical_shares,14783,7,673,64
p80-f75-h6,historical_shares,14783,8,629,10
p80-f75-h6,historical_shares,14783,8,631,23
p80-f75-h6,historical_shares,14783,8,673,65
p80-f75-h6,historical_shares,14783,9,629,10
p80-f75-h6,historical_shares,14783,9,631,22
p80-f75-h6,historical_shares,14783,9,673,62
p80-f75-h6,historical_shares,14783,10,629,9
p80-f75-h6,historical_shares,14783,10,631,21
p80-f75-h6,historical_shares,14783,10,673,60
p80-f75-h6,historical_shares,14783,11,629,7
p80-f75-h6,historical_shares,14783,11,631,16
p80-f75-h6,historical_shares,14783,11,673,44
p80-f75-h6,historical_shares,14783,12,629,7
p80-f75-h6,historical_shares,14783,12,631,17
p80-f75-h6,historical_shares,14783,12,673,46
p80-f75-h8,optimized,11109,1,629,0
p80-f75-h8,optimized,11109,1,631,214
p80-f75-h8,optimized,11109,1,673,0
p80-f75-h8,optimized,11109,2,629,0
p80-f75-h8,optimized,11109,2,631,196
p80-f75-h8,optimized,11109,2,673,0
p80-f75-h8,optimized,11109,3,629,0
p80-f75-h8,optimized,11109,3,631,222
p80-f75-h8,optimized,11109,3,673,0
p80-f75-h8,optimized,11109,4,629,0
p80-f75-h8,optimized,11109,4,631,216
p80-f75-h8,optimized,11109,4,673,0
p80-f75-h8,optimized,11109,5,629,0
p80-f75-h8,optimized,11109,5,631,239
p80-f75-h8,optimized,11109,5,673,0
p80-f75-h8,optimized,11109,6,629,0
p80-f75-h8,optimized,11109,6,631,243
p80-f75-h8,optimized,11109,6,673,0
p80-f75-h8,optimized,11109,7,629,0
p80-f75-h8,optimized,11109,7,631,261
p80-f75-h8,optimized,11109,7,673,0
p80-f75-h8,optimized,11109,8,629,0
p80-f75-h8,optimized,11109,8,631,252
p80-f75-h8,optimized,11109,8,673,0
p80-f75-h8,optimized,11109,9,629,0
p80-f75-h8,optimized,11109,9,631,229
p80-f75-h8,optimized,11109,9,673,0
p80-f75-h8,optimized,11109,10,629,0
p80-f75-h8,optimized,11109,10,631,228
p80-f75-h8,optimized,11109,10,673,0
p80-f75-h8,optimized,11109,11,629,0
p80-f75-h8,optimized,11109,11,631,187
p80-f75-h8,optimized,11109,11,673,0
p80-f75-h8,optimized,11109,12,629,0
p80-f75-h8,optimized,11109,12,631,249
p80-f75-h8,optimized,11109,12,673,0
p80-f75-h8,optimized,10372,1,631,0
p80-f75-h8,optimized,10372,1,673,215
p80-f75-h8,optimized,10372,2,631,0
p80-f75-h8,optimized,10372,2,673,180
p80-f75-h8,optimized,10372,3,631,0
p80-f75-h8,optimized,10372,3,673,211
p80-f75-h8,optimized,10372,4,631,0
p80-f75-h8,optimized,10372,4,673,181
p80-f75-h8,optimized,10372,5,631,0
p80-f75-h8,optimized,10372,5,673,27
p80-f75-h8,optimized,10372,6,631,0
p80-f75-h8,optimized,10372,6,673,174
p80-f75-h8,optimized,10372,7,631,0
p80-f75-h8,optimized,10372,7,673,177
p80-f75-h8,optimized,10372,8,631,0
p80-f75-h8,optimized,10372,8,673,177
p80-f75-h8,optimized,10372,9,631,0
p80-f75-h8,optimized,10372,9,673,171
p80-f75-h8,optimized,10372,10,631,0
p80-f75-h8,optimized,10372,10,673,162
p80-f75-h8,optimized,10372,11,631,0
p80-f75-h8,optimized,10372,11,673,129
p80-f75-h8,optimized,10372,12,631,0
p80-f75-h8,optimized,10372,12,673,199
p80-f75-h8,optimized,14457,1,629,0
p80-f75-h8,optimized,14457,1,631,129
p80-f75-h8,optimized,14457,1,673,0
p80-f75-h8,optimized,14457,2,629,0
p80-f75-h8,optimized,14457,2,631,118
p80-f75-h8,optimized,14457,2,673,0
p80-f75-h8,optimized,14457,3,629,0
p80-f75-h8,optimized,14457,3,631,158
p80-f75-h8,optimized,14457,3,673,0
p80-f75-h8,optimized,14457,4,629,0
p80-f75-h8,optimized,14457,4,631,159
p80-f75-h8,optimized,14457,4,673,0
p80-f75-h8,optimized,14457,5,629,0
p80-f75-h8,optimized,14457,5,631,142
p80-f75-h8,optimized,14457,5,673,0
p80-f75-h8,optimized,14457,6,629,0
p80-f75-h8,optimized,14457,6,631,161
p80-f75-h8,optimized,14457,6,673,0
p80-f75-h8,optimized,14457,7,629,0
p80-f75-h8,optimized,14457,7,631,156
p80-f75-h8,optimized,14457,7,673,0
p80-f75-h8,optimized,14457,8,629,0
p80-f75-h8,optimized,14457,8,631,160
p80-f75-h8,optimized,14457,8,673,0
p80-f75-h8,optimized,14457,9,629,0
p80-f75-h8,optimized,14457,9,631,148
p80-f75-h8,optimized,14457,9,673,0
p80-f75-h8,optimized,14457,10,629,0
p80-f75-h8,optimized,14457,10,631,132
p80-f75-h8,optimized,14457,10,673,0
p80-f75-h8,optimized,14457,11,629,0
p80-f75-h8,optimized,14457,11,631,119
p80-f75-h8,optimized,14457,11,673,0
p80-f75-h8,optimized,14457,12,629,0
p80-f75-h8,optimized,14457,12,631,138
p80-f75-h8,optimized,14457,12,673,0
p80-f75-h8,optimized,11122,1,629,0
p80-f75-h8,optimized,11122,1,631,138
p80-f75-h8,optimized,11122,1,673,0
p80-f75-h8,optimized,11122,2,629,0
p80-f75-h8,optimized,11122,2,631,126
p80-f75-h8,optimized,11122,2,673,0
p80-f75-h8,optimized,11122,3,629,0
p80-f75-h8,optimized,11122,3,631,139
p80-f75-h8,optimized,11122,3,673,0
p80-f75-h8,optimized,11122,4,629,0
p80-f75-h8,optimized,11122,4,631,134
p80-f75-h8,optimized,11122,4,673,0
p80-f75-h8,optimized,11122,5,629,0
p80-f75-h8,optimized,11122,5,631,149
p80-f75-h8,optimized,11122,5,673,0
p80-f75-h8,optimized,11122,6,629,0
p80-f75-h8,optimized,11122,6,631,160
p80-f75-h8,optimized,11122,6,673,0
p80-f75-h8,optimized,11122,7,629,0
p80-f75-h8,optimized,11122,7,631,159
p80-f75-h8,optimized,11122,7,673,0
p80-f75-h8,optimized,11122,8,629,0
p80-f75-h8,optimized,11122,8,631,162
p80-f75-h8,optimized,11122,8,673,0
p80-f75-h8,optimized,11122,9,629,0
p80-f75-h8,optimized,11122,9,631,159
p80-f75-h8,optimized,11122,9,673,0
p80-f75-h8,optimized,11122,10,629,0
p80-f75-h8,optimized,11122,10,631,162
p80-f75-h8,optimized,11122,10,673,0
p80-f75-h8,optimized,11122,11,629,0
p80-f75-h8,optimized,11122,11,631,153
p80-f75-h8,optimized,11122,11,673,0
p80-f75-h8,optimized,11122,12,629,0
p80-f75-h8,optimized,11122,12,631,163
p80-f75-h8,optimized,11122,12,673,0
p80-f75-h8,optimized,13851,1,629,0
p80-f75-h8,optimized,13851,1,631,104
p80-f75-h8,optimized,13851,1,673,0
p80-f75-h8,optimized,13851,2,629,0
p80-f75-h8,optimized,13851,2,631,100
p80-f75-h8,optimized,13851,2,673,0
p80-f75-h8,optimized,13851,3,629,0
p80-f75-h8,optimized,13851,3,631,117
p80-f75-h8,optimized,13851,3,673,0
p80-f75-h8,optimized,13851,4,629,0
p80-f75-h8,optimized,13851,4,631,116
p80-f75-h8,optimized,13851,4,673,0
p80-f75-h8,optimized,13851,5,629,0
p80-f75-h8,optimized,13851,5,631,101
p80-f75-h8,optimized,13851,5,673,19
p80-f75-h8,optimized,13851,6,629,0
p80-f75-h8,optimized,13851,6,631,85
p80-f75-h8,optimized,13851,6,673,29
p80-f75-h8,optimized,13851,7,629,0
p80-f75-h8,optimized,13851,7,631,118
p80-f75-h8,optimized,13851,7,673,0
p80-f75-h8,optimized,13851,8,629,0
p80-f75-h8,optimized,13851,8,631,112
p80-f75-h8,optimized,13851,8,673,0
p80-f75-h8,optimized,13851,9,629,0
p80-f75-h8,optimized,13851,9,631,101
p80-f75-h8,optimized,13851,9,673,0
p80-f75-h8,optimized,13851,10,629,0
p80-f75-h8,optimized,13851,10,631,83
p80-f75-h8,optimized,13851,10,673,0
p80-f75-h8,optimized,13851,11,629,0
p80-f75-h8,optimized,13851,11,631,68
p80-f75-h8,optimized,13851,11,673,0
p80-f75-h8,optimized,13851,12,629,0
p80-f75-h8,optimized,13851,12,631,72
p80-f75-h8,optimized,13851,12,673,0
p80-f75-h8,optimized,12280,1,629,0
p80-f75-h8,optimized,12280,1,631,92
p80-f75-h8,optimized,12280,1,673,0
p80-f75-h8,optimized,12280,2,629,0
p80-f75-h8,optimized,12280,2,631,83
p80-f75-h8,optimized,12280,2,673,0
p80-f75-h8,optimized,12280,3,629,0
p80-f75-h8,optimized,12280,3,631,93
p80-f75-h8,optimized,12280,3,673,0
p80-f75-h8,optimized,12280,4,629,0
p80-f75-h8,optimized,12280,4,631,90
p80-f75-h8,optimized,12280,4,673,0
p80-f75-h8,optimized,12280,5,629,0
p80-f75-h8,optimized,12280,5,631,115
p80-f75-h8,optimized,12280,5,673,0
p80-f75-h8,optimized,12280,6,629,0
p80-f75-h8,optimized,12280,6,631,117
p80-f75-h8,optimized,12280,6,673,0
p80-f75-h8,optimized,12280,7,629,0
p80-f75-h8,optimized,12280,7,631,138
p80-f75-h8,optimized,12280,7,673,0
p80-f75-h8,optimized,12280,8,629,0
p80-f75-h8,optimized,12280,8,631,134
p80-f75-h8,optimized,12280,8,673,0
p80-f75-h8,optimized,12280,9,629,0
p80-f75-h8,optimized,12280,9,631,123
p80-f75-h8,optimized,12280,9,673,0
p80-f75-h8,optimized,12280,10,629,0
p80-f75-h8,optimized,12280,10,631,110
p80-f75-h8,optimized,12280,10,673,0
p80-f75-h8,optimized,12280,11,629,0
p80-f75-h8,optimized,12280,11,631,89
p80-f75-h8,optimized,12280,11,673,0
p80-f75-h8,optimized,12280,12,629,0
p80-f75-h8,optimized,12280,12,631,72
p80-f75-h8,optimized,12280,12,673,0
p80-f75-h8,optimized,14869,1,629,0
p80-f75-h8,optimized,14869,1,631,80
p80-f75-h8,optimized,14869,1,673,0
p80-f75-h8,optimized,14869,2,629,0
p80-f75-h8,optimized,14869,2,631,87
p80-f75-h8,optimized,14869,2,673,0
p80-f75-h8,optimized,14869,3,629,0
p80-f75-h8,optimized,14869,3,631,100
p80-f75-h8,optimized,14869,3,673,0
p80-f75-h8,optimized,14869,4,629,0
p80-f75-h8,optimized,14869,4,631,112
p80-f75-h8,optimized,14869,4,673,0
p80-f75-h8,optimized,14869,5,629,0
p80-f75-h8,optimized,14869,5,631,91
p80-f75-h8,optimized,14869,5,673,0
p80-f75-h8,optimized,14869,6,629,0
p80-f75-h8,optimized,14869,6,631,75
p80-f75-h8,optimized,14869,6,673,0
p80-f75-h8,optimized,14869,7,629,0
p80-f75-h8,optimized,14869,7,631,76
p80-f75-h8,optimized,14869,7,673,2
p80-f75-h8,optimized,14869,8,629,0
p80-f75-h8,optimized,14869,8,631,87
p80-f75-h8,optimized,14869,8,673,3
p80-f75-h8,optimized,14869,9,629,0
p80-f75-h8,optimized,14869,9,631,109
p80-f75-h8,optimized,14869,9,673,0
p80-f75-h8,optimized,14869,10,629,0
p80-f75-h8,optimized,14869,10,631,97
p80-f75-h8,optimized,14869,10,673,0
p80-f75-h8,optimized,14869,11,629,0
p80-f75-h8,optimized,14869,11,631,84
p80-f75-h8,optimized,14869,11,673,0
p80-f75-h8,optimized,14869,12,629,0
p80-f75-h8,optimized,14869,12,631,78
p80-f75-h8,optimized,14869,12,673,0
p80-f75-h8,optimized,14783,1,629,0
p80-f75-h8,optimized,14783,1,631,72
p80-f75-h8,optimized,14783,1,673,0
p80-f75-h8,optimized,14783,2,629,0
p80-f75-h8,optimized,14783,2,631,73
p80-f75-h8,optimized,14783,2,673,0
p80-f75-h8,optimized,14783,3,629,0
p80-f75-h8,optimized,14783,3,631,54
p80-f75-h8,optimized,14783,3,673,38
p80-f75-h8,optimized,14783,4,629,0
p80-f75-h8,optimized,14783,4,631,33
p80-f75-h8,optimized,14783,4,673,34
p80-f75-h8,optimized,14783,5,629,0
p80-f75-h8,optimized,14783,5,631,52
p80-f75-h8,optimized,14783,5,673,38
p80-f75-h8,optimized,14783,6,629,0
p80-f75-h8,optimized,14783,6,631,34
p80-f75-h8,optimized,14783,6,673,56
p80-f75-h8,optimized,14783,7,629,0
p80-f75-h8,optimized,14783,7,631,0
p80-f75-h8,optimized,14783,7,673,93
p80-f75-h8,optimized,14783,8,629,0
p80-f75-h8,optimized,14783,8,631,0
p80-f75-h8,optimized,14783,8,673,94
p80-f75-h8,optimized,14783,9,629,0
p80-f75-h8,optimized,14783,9,631,4
p80-f75-h8,optimized,14783,9,673,87
p80-f75-h8,optimized,14783,10,629,0
p80-f75-h8,optimized,14783,10,631,73
p80-f75-h8,optimized,14783,10,673,16
p80-f75-h8,optimized,14783,11,629,0
p80-f75-h8,optimized,14783,11,631,67
p80-f75-h8,optimized,14783,11,673,0
p80-f75-h8,optimized,14783,12,629,0
p80-f75-h8,optimized,14783,12,631,69
p80-f75-h8,optimized,14783,12,673,0
p80-f75-h8,historical_shares,11109,1,629,165
p80-f75-h8,historical_shares,11109,1,631,13
p80-f75-h8,historical_shares,11109,1,673,36
p80-f75-h8,historical_shares,11109,2,629,151
p80-f75-h8,historical_shares,11109,2,631,12
p80-f75-h8,historical_shares,11109,2,673,33
p80-f75-h8,historical_shares,11109,3,629,171
p80-f75-h8,historical_shares,11109,3,631,13
p80-f75-h8,historical_shares,11109,3,673,38
p80-f75-h8,historical_shares,11109,4,629,166
p80-f75-h8,historical_shares,11109,4,631,13
p80-f75-h8,historical_shares,11109,4,673,37
p80-f75-h8,historical_shares,11109,5,629,184
p80-f75-h8,historical_shares,11109,5,631,14
p80-f75-h8,historical_shares,11109,5,673,41
p80-f75-h8,historical_shares,11109,6,629,187
p80-f75-h8,historical_shares,11109,6,631,14
p80-f75-h8,historical_shares,11109,6,673,42
p80-f75-h8,historical_shares,11109,7,629,201
p80-f75-h8,historical_shares,11109,7,631,15
p80-f75-h8,historical_shares,11109,7,673,45
p80-f75-h8,historical_shares,11109,8,629,194
p80-f75-h8,historical_shares,11109,8,631,15
p80-f75-h8,historical_shares,11109,8,673,43
p80-f75-h8,historical_shares,11109,9,629,176
p80-f75-h8,historical_shares,11109,9,631,14
p80-f75-h8,historical_shares,11109,9,673,39
p80-f75-h8,historical_shares,11109,10,629,176
p80-f75-h8,historical_shares,11109,10,631,13
p80-f75-h8,historical_shares,11109,10,673,39
p80-f75-h8,historical_shares,11109,11,629,144
p80-f75-h8,historical_shares,11109,11,631,11
p80-f75-h8,historical_shares,11109,11,673,32
p80-f75-h8,historical_shares,11109,12,629,192
p80-f75-h8,historical_shares,11109,12,631,15
p80-f75-h8,historical_shares,11109,12,673,42
p80-f75-h8,historical_shares,10372,1,631,21
p80-f75-h8,historical_shares,10372,1,673,194
p80-f75-h8,historical_shares,10372,2,631,17
p80-f75-h8,historical_shares,10372,2,673,163
p80-f75-h8,historical_shares,10372,3,631,20
p80-f75-h8,historical_shares,10372,3,673,191
p80-f75-h8,historical_shares,10372,4,631,17
p80-f75-h8,historical_shares,10372,4,673,164
p80-f75-h8,historical_shares,10372,5,631,3
p80-f75-h8,historical_shares,10372,5,673,24
p80-f75-h8,historical_shares,10372,6,631,17
p80-f75-h8,historical_shares,10372,6,673,157
p80-f75-h8,historical_shares,10372,7,631,17
p80-f75-h8,historical_shares,10372,7,673,160
p80-f75-h8,historical_shares,10372,8,631,17
p80-f75-h8,historical_shares,10372,8,673,160
p80-f75-h8,historical_shares,10372,9,631,16
p80-f75-h8,historical_shares,10372,9,673,155
p80-f75-h8,historical_shares,10372,10,631,16
p80-f75-h8,historical_shares,10372,10,673,146
p80-f75-h8,historical_shares,10372,11,631,12
p80-f75-h8,historical_shares,10372,11,673,117
p80-f75-h8,historical_shares,10372,12,631,19
p80-f75-h8,historical_shares,10372,12,673,180
p80-f75-h8,historical_shares,14457,1,629,89
p80-f75-h8,historical_shares,14457,1,631,9
p80-f75-h8,historical_shares,14457,1,673,31
p80-f75-h8,historical_shares,14457,2,629,81
p80-f75-h8,historical_shares,14457,2,631,8
p80-f75-h8,historical_shares,14457,2,673,29
p80-f75-h8,historical_shares,14457,3,629,109
p80-f75-h8,historical_shares,14457,3,631,11
p80-f75-h8,historical_shares,14457,3,673,38
p80-f75-h8,historical_shares,14457,4,629,110
p80-f75-h8,historical_shares,14457,4,631,11
p80-f75-h8,historical_shares,14457,4,673,38
p80-f75-h8,historical_shares,14457,5,629,98
p80-f75-h8,historical_shares,14457,5,631,10
p80-f75-h8,historical_shares,14457,5,673,34
p80-f75-h8,historical_shares,14457,6,629,111
p80-f75-h8,historical_shares,14457,6,631,11
p80-f75-h8,historical_shares,14457,6,673,39
p80-f75-h8,historical_shares,14457,7,629,107
p80-f75-h8,historical_shares,14457,7,631,11
p80-f75-h8,historical_shares,14457,7,673,38
p80-f75-h8,historical_shares,14457,8,629,110
p80-f75-h8,historical_shares,14457,8,631,11
p80-f75-h8,historical_shares,14457,8,673,39
p80-f75-h8,historical_shares,14457,9,629,103
p80-f75-h8,historical_shares,14457,9,631,11
p80-f75-h8,historical_shares,14457,9,673,36
p80-f75-h8,historical_shares,14457,10,629,91
p80-f75-h8,historical_shares,14457,10,631,9
p80-f75-h8,historical_shares,14457,10,673,32
p80-f75-h8,historical_shares,14457,11,629,82
p80-f75-h8,historical_shares,14457,11,631,8
p80-f75-h8,historical_shares,14457,11,673,29
p80-f75-h8,historical_shares,14457,12,629,95
p80-f75-h8,historical_shares,14457,12,631,10
p80-f75-h8,historical_shares,14457,12,673,33
p80-f75-h8,historical_shares,11122,1,629,126
p80-f75-h8,historical_shares,11122,1,631,8
p80-f75-h8,historical_shares,11122,1,673,4
p80-f75-h8,historical_shares,11122,2,629,115
p80-f75-h8,historical_shares,11122,2,631,7
p80-f75-h8,historical_shares,11122,2,673,4
p80-f75-h8,historical_shares,11122,3,629,127
p80-f75-h8,historical_shares,11122,3,631,8
p80-f75-h8,historical_shares,11122,3,673,4
p80-f75-h8,historical_shares,11122,4,629,122
p80-f75-h8,historical_shares,11122,4,631,8
p80-f75-h8,historical_shares,11122,4,673,4
p80-f75-h8,historical_shares,11122,5,629,136
p80-f75-h8,historical_shares,11122,5,631,9
p80-f75-h8,historical_shares,11122,5,673,4
p80-f75-h8,historical_shares,11122,6,629,146
p80-f75-h8,historical_shares,11122,6,631,9
p80-f75-h8,historical_shares,11122,6,673,5
p80-f75-h8,historical_shares,11122,7,629,145
p80-f75-h8,historical_shares,11122,7,631,9
p80-f75-h8,historical_shares,11122,7,673,5
p80-f75-h8,historical_shares,11122,8,629,148
p80-f75-h8,historical_shares,11122,8,631,9
p80-f75-h8,historical_shares,11122,8,673,5
p80-f75-h8,historical_shares,11122,9,629,145
p80-f75-h8,historical_shares,11122,9,631,9
p80-f75-h8,historical_shares,11122,9,673,5
p80-f75-h8,historical_shares,11122,10,629,148
p80-f75-h8,historical_shares,11122,10,631,9
p80-f75-h8,historical_shares,11122,10,673,5
p80-f75-h8,historical_shares,11122,11,629,140
p80-f75-h8,historical_shares,11122,11,631,9
p80-f75-h8,historical_shares,11122,11,673,4
p80-f75-h8,historical_shares,11122,12,629,149
p80-f75-h8,historical_shares,11122,12,631,9
p80-f75-h8,historical_shares,11122,12,673,5
p80-f75-h8,historical_shares,13851,1,629,1
p80-f75-h8,historical_shares,13851,1,631,14
p80-f75-h8,historical_shares,13851,1,673,89
p80-f75-h8,historical_shares,13851,2,629,1
p80-f75-h8,historical_shares,13851,2,631,13
p80-f75-h8,historical_shares,13851,2,673,86
p80-f75-h8,historical_shares,13851,3,629,1
p80-f75-h8,historical_shares,13851,3,631,16
p80-f75-h8,historical_shares,13851,3,673,100
p80-f75-h8,historical_shares,13851,4,629,1
p80-f75-h8,historical_shares,13851,4,631,16
p80-f75-h8,historical_shares,13851,4,673,99
p80-f75-h8,historical_shares,13851,5,629,1
p80-f75-h8,historical_shares,13851,5,631,16
p80-f75-h8,historical_shares,13851,5,673,103
p80-f75-h8,historical_shares,13851,6,629,1
p80-f75-h8,historical_shares,13851,6,631,15
p80-f75-h8,historical_shares,13851,6,673,98
p80-f75-h8,historical_shares,13851,7,629,1
p80-f75-h8,historical_shares,13851,7,631,16
p80-f75-h8,historical_shares,13851,7,673,101
p80-f75-h8,historical_shares,13851,8,629,1
