week_start,split,StockCode,primary_units,deduplicated_units,same_week_reversal_units,training_p99_capped_units
2010-05-10,train,84946,255,255,255,255
2010-05-10,train,84991,424,424,424,424
2010-05-10,train,84992,243,243,243,243
2010-05-10,train,85099B,957,954,957,757
2010-05-10,train,85099C,387,387,387,387
2010-05-10,train,85099F,337,337,337,337
2010-05-10,train,85123A,1046,1046,1046,694
2010-05-17,train,15036,74,74,74,74
2010-05-17,train,16014,0,0,0,0
2010-05-17,train,17003,62,62,62,62
2010-05-17,train,20725,255,255,255,255
2010-05-17,train,21212,843,843,843,843
2010-05-17,train,21213,577,577,577,577
2010-05-17,train,21232,216,216,216,216
2010-05-17,train,21977,511,511,511,511
2010-05-17,train,21980,124,123,124,124
2010-05-17,train,21982,5247,5246,5247,679
2010-05-17,train,21984,125,124,125,125
2010-05-17,train,22086,6,6,6,6
2010-05-17,train,22178,225,225,225,225
2010-05-17,train,22197,192,190,192,192
2010-05-17,train,22386,512,512,512,512
2010-05-17,train,71459,783,759,783,783
2010-05-17,train,84077,528,528,528,528
2010-05-17,train,84270,340,340,340,340
2010-05-17,train,84347,0,0,0,0
2010-05-17,train,84568,7,7,7,7
2010-05-17,train,84598,3,3,3,3
2010-05-17,train,84755,535,535,519,535
2010-05-17,train,84879,283,275,283,283
2010-05-17,train,84946,597,597,597,525
2010-05-17,train,84991,658,658,658,658
2010-05-17,train,84992,126,126,126,126
2010-05-17,train,85099B,624,624,621,624
2010-05-17,train,85099C,93,93,93,93
2010-05-17,train,85099F,310,310,310,310
2010-05-17,train,85123A,1228,1223,1228,1228
2010-05-24,train,15036,882,882,882,882
2010-05-24,train,16014,0,0,0,0
2010-05-24,train,17003,738,738,738,738
2010-05-24,train,20725,664,654,664,664
2010-05-24,train,21212,1399,1399,1399,1159
2010-05-24,train,21213,549,549,549,549
2010-05-24,train,21232,515,515,515,515
2010-05-24,train,21977,995,995,995,875
2010-05-24,train,21980,97,97,97,97
2010-05-24,train,21982,159,159,159,159
2010-05-24,train,21984,26,26,26,26
2010-05-24,train,22086,0,0,0,0
2010-05-24,train,22178,318,312,318,318
2010-05-24,train,22197,218,218,218,218
2010-05-24,train,22386,259,259,259,259
2010-05-24,train,71459,322,322,322,322
2010-05-24,train,84077,592,592,592,592
2010-05-24,train,84270,723,723,723,723
2010-05-24,train,84347,0,0,0,0
2010-05-24,train,84568,289,289,289,289
2010-05-24,train,84598,290,290,290,290
2010-05-24,train,84755,469,469,469,469
2010-05-24,train,84879,552,552,552,552
2010-05-24,train,84946,285,285,285,285
2010-05-24,train,84991,1319,1317,1319,839
2010-05-24,train,84992,343,343,343,343
2010-05-24,train,85099B,740,740,740,740
2010-05-24,train,85099C,172,172,172,172
2010-05-24,train,85099F,493,493,493,493
2010-05-24,train,85123A,942,942,942,942
2010-05-31,train,15036,404,404,404,404
2010-05-31,train,16014,0,0,0,0
2010-05-31,train,17003,43,43,43,43
2010-05-31,train,20725,260,259,260,260
2010-05-31,train,21212,525,524,525,525
2010-05-31,train,21213,47,47,47,47
2010-05-31,train,21232,186,184,186,186
2010-05-31,train,21977,246,246,246,246
2010-05-31,train,21980,90,90,90,90
2010-05-31,train,21982,74,74,74,74
2010-05-31,train,21984,4,4,4,4
2010-05-31,train,22086,4,4,4,4
2010-05-31,train,22178,336,336,336,258
2010-05-31,train,22197,121,120,121,121
2010-05-31,train,22386,236,236,236,236
2010-05-31,train,71459,371,371,371,371
2010-05-31,train,84077,338,338,338,338
2010-05-31,train,84270,216,216,216,216
2010-05-31,train,84347,3,3,3,3
2010-05-31,train,84568,6,6,6,6
2010-05-31,train,84598,0,0,0,0
2010-05-31,train,84755,653,653,653,509
2010-05-31,train,84879,309,309,309,309
2010-05-31,train,84946,61,61,61,61
2010-05-31,train,84991,88,88,88,88
2010-05-31,train,84992,79,79,79,79
2010-05-31,train,85099B,608,598,608,608
2010-05-31,train,85099C,87,87,87,87
2010-05-31,train,85099F,251,251,251,251
2010-05-31,train,85123A,545,545,545,545
2010-06-07,train,15036,1094,1094,1082,1094
2010-06-07,train,16014,1000,1000,1000,1000
2010-06-07,train,17003,1289,1289,1289,1289
2010-06-07,train,20725,368,368,368,368
2010-06-07,train,21212,1291,1288,1291,1291
2010-06-07,train,21213,381,381,381,381
2010-06-07,train,21232,469,465,469,469
2010-06-07,train,21977,706,706,706,706
2010-06-07,train,21980,168,168,168,168
2010-06-07,train,21982,252,252,252,252
2010-06-07,train,21984,132,132,132,132
2010-06-07,train,22086,3,3,3,3
2010-06-07,train,22178,588,581,588,588
2010-06-07,train,22197,593,593,593,593
2010-06-07,train,22386,429,427,429,429
2010-06-07,train,71459,756,756,756,756
2010-06-07,train,84077,2208,2208,2208,2208
2010-06-07,train,84270,544,544,484,544
2010-06-07,train,84347,0,0,0,0
2010-06-07,train,84568,288,288,288,288
2010-06-07,train,84598,0,0,0,0
2010-06-07,train,84755,1742,1742,1742,1310
2010-06-07,train,84879,256,248,256,256
2010-06-07,train,84946,239,239,239,239
2010-06-07,train,84991,886,886,886,886
2010-06-07,train,84992,355,355,355,355
2010-06-07,train,85099B,943,933,943,943
2010-06-07,train,85099C,188,184,188,188
2010-06-07,train,85099F,308,308,308,308
2010-06-07,train,85123A,1589,1583,1589,1173
2010-06-14,train,15036,196,196,196,196
2010-06-14,train,16014,2005,2005,2005,2005
2010-06-14,train,17003,309,309,309,309
2010-06-14,train,20725,229,229,229,229
2010-06-14,train,21212,285,285,285,285
2010-06-14,train,21213,378,378,378,378
2010-06-14,train,21232,620,620,620,476
2010-06-14,train,21977,174,174,174,174
2010-06-14,train,21980,48,48,48,48
2010-06-14,train,21982,87,87,87,87
2010-06-14,train,21984,48,48,48,48
2010-06-14,train,22086,20,20,20,20
2010-06-14,train,22178,263,263,263,263
2010-06-14,train,22197,225,225,225,225
2010-06-14,train,22386,252,251,252,252
2010-06-14,train,71459,732,720,732,732
2010-06-14,train,84077,1066,1018,1066,1066
2010-06-14,train,84270,921,921,921,921
2010-06-14,train,84347,0,0,0,0
2010-06-14,train,84568,584,584,584,584
2010-06-14,train,84598,586,586,586,586
2010-06-14,train,84755,824,824,824,680
2010-06-14,train,84879,409,409,409,409
2010-06-14,train,84946,276,276,276,276
2010-06-14,train,84991,326,325,326,326
2010-06-14,train,84992,94,93,94,94
2010-06-14,train,85099B,486,486,486,486
2010-06-14,train,85099C,146,146,146,146
2010-06-14,train,85099F,139,139,139,139
2010-06-14,train,85123A,578,578,578,578
2010-06-21,train,15036,1559,1559,1559,1559
2010-06-21,train,16014,1000,1000,1000,1000
2010-06-21,train,17003,987,987,987,987
2010-06-21,train,20725,451,451,451,451
2010-06-21,train,21212,412,411,412,412
2010-06-21,train,21213,208,208,208,208
2010-06-21,train,21232,413,413,413,413
2010-06-21,train,21977,411,410,411,411
2010-06-21,train,21980,25,25,25,25
2010-06-21,train,21982,241,241,241,241
2010-06-21,train,21984,72,72,72,72
2010-06-21,train,22086,305,305,305,125
2010-06-21,train,22178,317,317,317,317
2010-06-21,train,22197,120,120,120,120
2010-06-21,train,22386,320,320,320,320
2010-06-21,train,71459,556,544,556,556
2010-06-21,train,84077,496,496,496,496
2010-06-21,train,84270,293,293,293,293
2010-06-21,train,84347,0,0,0,0
2010-06-21,train,84568,22,22,22,22
2010-06-21,train,84598,6,6,6,6
2010-06-21,train,84755,552,552,552,552
2010-06-21,train,84879,244,244,244,244
2010-06-21,train,84946,45,45,45,45
2010-06-21,train,84991,657,656,657,657
2010-06-21,train,84992,274,274,274,274
2010-06-21,train,85099B,620,620,620,620
2010-06-21,train,85099C,257,257,257,257
2010-06-21,train,85099F,419,419,419,419
2010-06-21,train,85123A,742,741,742,742
2010-06-28,train,15036,1309,1309,1309,1309
2010-06-28,train,16014,0,0,0,0
2010-06-28,train,17003,758,758,758,758
2010-06-28,train,20725,356,356,356,356
2010-06-28,train,21212,1113,1113,1113,1113
2010-06-28,train,21213,487,484,487,487
2010-06-28,train,21232,502,502,502,502
2010-06-28,train,21977,1346,1225,1346,1226
2010-06-28,train,21980,18,18,18,18
2010-06-28,train,21982,520,508,520,520
2010-06-28,train,21984,28,28,28,28
2010-06-28,train,22086,2,2,2,2
2010-06-28,train,22178,129,129,129,129
2010-06-28,train,22197,353,347,353,353
2010-06-28,train,22386,368,368,368,368
2010-06-28,train,71459,576,564,576,576
2010-06-28,train,84077,1448,1448,1448,1448
2010-06-28,train,84270,647,647,647,647
2010-06-28,train,84347,6,6,6,6
2010-06-28,train,84568,14,14,14,14
2010-06-28,train,84598,9,9,9,9
2010-06-28,train,84755,484,484,484,484
2010-06-28,train,84879,532,532,532,532
2010-06-28,train,84946,231,231,231,231
2010-06-28,train,84991,1021,901,1021,1021
2010-06-28,train,84992,796,552,796,796
2010-06-28,train,85099B,1145,1145,1145,945
2010-06-28,train,85099C,655,655,655,655
2010-06-28,train,85099F,744,744,744,644
2010-06-28,train,85123A,819,819,819,749
2010-07-05,train,15036,343,343,343,343
2010-07-05,train,16014,1,1,1,1
2010-07-05,train,17003,194,194,194,194
2010-07-05,train,20725,181,181,181,181
2010-07-05,train,21212,825,825,825,825
2010-07-05,train,21213,307,307,307,307
2010-07-05,train,21232,420,418,420,420
2010-07-05,train,21977,517,517,517,517
2010-07-05,train,21980,27,27,27,27
2010-07-05,train,21982,206,206,206,206
2010-07-05,train,21984,36,36,36,36
2010-07-05,train,22086,14,14,14,14
2010-07-05,train,22178,218,211,218,218
2010-07-05,train,22197,278,278,278,278
2010-07-05,train,22386,331,331,331,331
2010-07-05,train,71459,884,884,884,740
2010-07-05,train,84077,145,145,145,145
2010-07-05,train,84270,336,336,336,336
2010-07-05,train,84347,2,2,2,2
2010-07-05,train,84568,3,3,3,3
2010-07-05,train,84598,0,0,0,0
2010-07-05,train,84755,708,708,708,708
2010-07-05,train,84879,874,858,874,874
2010-07-05,train,84946,144,144,144,144
2010-07-05,train,84991,412,411,412,412
2010-07-05,train,84992,320,320,320,320
2010-07-05,train,85099B,644,644,644,644
2010-07-05,train,85099C,387,387,387,387
2010-07-05,train,85099F,595,595,595,595
2010-07-05,train,85123A,718,716,718,718
2010-07-12,train,15036,553,553,553,553
2010-07-12,train,16014,0,0,0,0
2010-07-12,train,17003,6,6,6,6
2010-07-12,train,20725,525,525,525,525
2010-07-12,train,21212,634,631,634,634
2010-07-12,train,21213,79,79,79,79
2010-07-12,train,21232,668,664,668,668
2010-07-12,train,21977,219,219,219,219
2010-07-12,train,21980,144,144,144,144
2010-07-12,train,21982,12,12,12,12
2010-07-12,train,21984,0,0,0,0
2010-07-12,train,22086,3,2,3,3
2010-07-12,train,22178,270,264,270,270
2010-07-12,train,22197,694,694,694,694
2010-07-12,train,22386,240,240,240,240
2010-07-12,train,71459,184,184,184,184
2010-07-12,train,84077,823,823,823,823
2010-07-12,train,84270,639,639,639,639
2010-07-12,train,84347,1,1,1,1
2010-07-12,train,84568,290,290,290,290
2010-07-12,train,84598,295,295,295,295
2010-07-12,train,84755,586,586,442,586
2010-07-12,train,84879,384,384,384,384
2010-07-12,train,84946,344,338,344,344
2010-07-12,train,84991,486,485,486,486
2010-07-12,train,84992,151,150,151,151
2010-07-12,train,85099B,835,835,835,835
2010-07-12,train,85099C,210,210,210,210
2010-07-12,train,85099F,359,359,359,359
2010-07-12,train,85123A,1247,1245,1247,875
2010-07-19,train,15036,1784,1784,1784,1784
2010-07-19,train,16014,500,500,500,500
2010-07-19,train,17003,775,775,775,775
2010-07-19,train,20725,467,466,467,467
2010-07-19,train,21212,905,905,905,905
2010-07-19,train,21213,175,175,175,175
2010-07-19,train,21232,419,419,419,419
2010-07-19,train,21977,326,326,326,326
2010-07-19,train,21980,606,606,606,606
2010-07-19,train,21982,179,179,179,179
2010-07-19,train,21984,168,168,168,168
2010-07-19,train,22086,10,10,10,10
2010-07-19,train,22178,88,88,88,88
2010-07-19,train,22197,679,679,679,679
2010-07-19,train,22386,719,718,719,719
2010-07-19,train,71459,648,648,648,648
2010-07-19,train,84077,481,481,481,481
2010-07-19,train,84270,611,611,611,611
2010-07-19,train,84347,35,35,35,35
2010-07-19,train,84568,3,3,3,3
2010-07-19,train,84598,3,3,3,3
2010-07-19,train,84755,328,328,328,328
2010-07-19,train,84879,1043,1043,1043,995
2010-07-19,train,84946,280,280,280,280
2010-07-19,train,84991,408,408,408,408
2010-07-19,train,84992,320,319,320,320
2010-07-19,train,85099B,1218,1216,1218,1218
2010-07-19,train,85099C,354,354,354,354
2010-07-19,train,85099F,546,544,546,546
2010-07-19,train,85123A,1159,1159,1159,967
2010-07-26,train,15036,112,112,64,112
2010-07-26,train,16014,60,60,60,60
2010-07-26,train,17003,180,180,180,180
2010-07-26,train,20725,431,431,431,431
2010-07-26,train,21212,768,768,768,768
2010-07-26,train,21213,567,567,567,567
2010-07-26,train,21232,433,431,433,433
2010-07-26,train,21977,196,196,196,196
2010-07-26,train,21980,84,84,84,84
2010-07-26,train,21982,99,99,99,99
2010-07-26,train,21984,112,112,112,112
2010-07-26,train,22086,128,128,128,128
2010-07-26,train,22178,130,130,118,130
2010-07-26,train,22197,261,261,261,261
2010-07-26,train,22386,171,171,171,171
2010-07-26,train,71459,316,316,316,316
2010-07-26,train,84077,838,838,838,838
2010-07-26,train,84270,691,691,691,691
2010-07-26,train,84347,12,12,12,12
2010-07-26,train,84568,27,27,27,27
2010-07-26,train,84598,3,3,3,3
2010-07-26,train,84755,553,553,553,553
2010-07-26,train,84879,461,461,461,461
2010-07-26,train,84946,340,340,340,340
2010-07-26,train,84991,507,507,507,507
2010-07-26,train,84992,275,275,275,275
2010-07-26,train,85099B,598,598,598,598
2010-07-26,train,85099C,232,232,232,232
2010-07-26,train,85099F,355,355,355,355
2010-07-26,train,85123A,577,577,577,577
2010-08-02,train,15036,168,168,132,168
2010-08-02,train,16014,10,10,10,10
2010-08-02,train,17003,216,216,216,216
2010-08-02,train,20725,654,654,654,554
2010-08-02,train,21212,306,305,306,306
2010-08-02,train,21213,101,101,101,101
2010-08-02,train,21232,231,231,231,231
2010-08-02,train,21977,321,319,321,321
2010-08-02,train,21980,25,25,25,25
2010-08-02,train,21982,1,1,1,1
2010-08-02,train,21984,13,13,13,13
2010-08-02,train,22086,136,136,136,136
2010-08-02,train,22178,83,83,83,83
2010-08-02,train,22197,95,95,95,95
2010-08-02,train,22386,344,344,344,344
2010-08-02,train,71459,512,512,512,512
2010-08-02,train,84077,2938,2938,2938,2650
2010-08-02,train,84270,300,300,300,300
2010-08-02,train,84347,47,47,47,47
2010-08-02,train,84568,44,44,44,44
2010-08-02,train,84598,26,26,26,26
2010-08-02,train,84755,728,720,728,728
2010-08-02,train,84879,648,640,648,648
2010-08-02,train,84946,331,331,331,331
2010-08-02,train,84991,431,431,431,431
2010-08-02,train,84992,242,240,242,242
2010-08-02,train,85099B,716,716,716,716
2010-08-02,train,85099C,140,140,140,140
2010-08-02,train,85099F,308,308,308,308
2010-08-02,train,85123A,547,543,547,547
2010-08-09,train,15036,77,77,77,77
2010-08-09,train,16014,20,20,20,20
2010-08-09,train,17003,36,36,36,36
2010-08-09,train,20725,588,585,588,488
2010-08-09,train,21212,1828,1827,1828,1108
2010-08-09,train,21213,1230,1230,1230,750
2010-08-09,train,21232,428,427,428,428
2010-08-09,train,21977,365,364,365,365
2010-08-09,train,21980,73,73,73,73
2010-08-09,train,21982,29,29,29,29
2010-08-09,train,21984,104,101,104,104
2010-08-09,train,22086,74,74,74,74
2010-08-09,train,22178,156,156,156,156
2010-08-09,train,22197,540,540,540,540
2010-08-09,train,22386,460,460,460,460
2010-08-09,train,71459,363,363,363,363
2010-08-09,train,84077,817,817,817,817
2010-08-09,train,84270,630,630,630,630
2010-08-09,train,84347,24,24,24,24
2010-08-09,train,84568,1767,1767,1767,1767
2010-08-09,train,84598,1752,1752,1752,1752
2010-08-09,train,84755,464,464,464,464
2010-08-09,train,84879,750,742,750,742
2010-08-09,train,84946,400,394,400,328
2010-08-09,train,84991,1671,1671,1671,711
2010-08-09,train,84992,456,456,456,456
2010-08-09,train,85099B,873,873,873,873
2010-08-09,train,85099C,435,425,435,435
2010-08-09,train,85099F,1254,1254,1254,1054
2010-08-09,train,85123A,714,714,714,714
2010-08-16,train,15036,0,0,0,0
2010-08-16,train,16014,0,0,0,0
2010-08-16,train,17003,828,828,828,828
2010-08-16,train,20725,780,780,780,680
2010-08-16,train,21212,1307,1305,1307,947
2010-08-16,train,21213,1155,1155,1155,1035
2010-08-16,train,21232,368,366,368,368
2010-08-16,train,21977,1123,1120,1123,1123
2010-08-16,train,21980,336,336,336,336
2010-08-16,train,21982,280,277,280,280
2010-08-16,train,21984,74,74,74,74
2010-08-16,train,22086,19,19,19,19
2010-08-16,train,22178,235,235,235,235
2010-08-16,train,22197,413,413,413,413
2010-08-16,train,22386,377,377,377,377
2010-08-16,train,71459,222,222,222,222
2010-08-16,train,84077,768,768,768,768
2010-08-16,train,84270,186,186,186,186
2010-08-16,train,84347,36,36,36,36
2010-08-16,train,84568,41,41,41,41
2010-08-16,train,84598,294,294,294,294
2010-08-16,train,84755,552,552,552,552
2010-08-16,train,84879,664,664,664,664
2010-08-16,train,84946,303,303,303,303
2010-08-16,train,84991,508,507,508,508
2010-08-16,train,84992,666,666,666,426
2010-08-16,train,85099B,159,159,159,159
2010-08-16,train,85099C,414,414,414,414
2010-08-16,train,85099F,309,309,309,309
2010-08-16,train,85123A,1668,1668,1668,1204
2010-08-23,train,15036,18,18,18,18
2010-08-23,train,16014,1010,1010,1010,1010
2010-08-23,train,17003,828,828,828,828
2010-08-23,train,20725,320,320,320,320
2010-08-23,train,21212,325,325,325,325
2010-08-23,train,21213,134,134,134,134
2010-08-23,train,21232,343,343,343,343
2010-08-23,train,21977,1133,1133,1133,533
2010-08-23,train,21980,89,89,89,89
2010-08-23,train,21982,127,127,127,127
2010-08-23,train,21984,28,28,28,28
2010-08-23,train,22086,27,27,27,27
2010-08-23,train,22178,102,102,102,102
2010-08-23,train,22197,856,856,856,856
2010-08-23,train,22386,338,338,338,338
2010-08-23,train,71459,152,152,152,152
2010-08-23,train,84077,198,198,198,198
2010-08-23,train,84270,692,692,692,692
2010-08-23,train,84347,60,60,60,60
2010-08-23,train,84568,26,26,26,26
2010-08-23,train,84598,10,10,10,10
2010-08-23,train,84755,336,336,336,336
2010-08-23,train,84879,976,976,976,640
2010-08-23,train,84946,137,131,137,137
2010-08-23,train,84991,341,341,341,341
2010-08-23,train,84992,65,65,65,65
2010-08-23,train,85099B,1,1,1,1
2010-08-23,train,85099C,372,372,372,372
2010-08-23,train,85099F,434,434,434,434
2010-08-23,train,85123A,1106,1106,1106,1106
2010-08-30,train,15036,26,26,26,26
2010-08-30,train,16014,0,0,0,0
2010-08-30,train,17003,11138,11138,11138,8762
2010-08-30,train,20725,315,315,315,312
2010-08-30,train,21212,905,905,905,905
2010-08-30,train,21213,437,437,437,437
2010-08-30,train,21232,312,312,308,312
2010-08-30,train,21977,433,433,433,433
2010-08-30,train,21980,54,54,54,54
2010-08-30,train,21982,100,100,100,100
2010-08-30,train,21984,50,50,50,50
2010-08-30,train,22086,3,3,3,3
2010-08-30,train,22178,129,129,129,129
2010-08-30,train,22197,85,85,85,85
2010-08-30,train,22386,602,602,602,502
2010-08-30,train,71459,348,348,348,348
2010-08-30,train,84077,1824,1824,1824,1824
2010-08-30,train,84270,185,185,185,185
2010-08-30,train,84347,1943,1943,1943,623
2010-08-30,train,84568,65,65,65,65
2010-08-30,train,84598,29,29,29,29
2010-08-30,train,84755,436,436,436,436
2010-08-30,train,84879,915,915,915,915
2010-08-30,train,84946,343,331,343,343
2010-08-30,train,84991,347,347,347,347
2010-08-30,train,84992,157,157,157,157
2010-08-30,train,85099B,1889,1879,1889,1389
2010-08-30,train,85099C,413,403,413,413
2010-08-30,train,85099F,820,810,820,620
2010-08-30,train,85123A,542,538,542,542
2010-09-06,train,15036,2,2,2,2
2010-09-06,train,16014,0,0,0,0
2010-09-06,train,17003,1590,1590,1590,1590
2010-09-06,train,20725,293,293,293,293
2010-09-06,train,21212,351,351,351,351
2010-09-06,train,21213,147,147,147,147
2010-09-06,train,21232,350,347,350,350
2010-09-06,train,21977,398,398,398,398
2010-09-06,train,21980,101,100,101,101
2010-09-06,train,21982,75,75,75,75
2010-09-06,train,21984,16,16,16,16
2010-09-06,train,22086,12,12,12,12
2010-09-06,train,22178,240,240,240,240
2010-09-06,train,22197,222,222,222,222
2010-09-06,train,22386,597,597,597,597
2010-09-06,train,71459,1460,1460,1460,596
2010-09-06,train,84077,289,289,289,289
2010-09-06,train,84270,150,150,150,150
2010-09-06,train,84347,156,156,156,156
2010-09-06,train,84568,369,369,369,369
2010-09-06,train,84598,336,336,336,336
2010-09-06,train,84755,336,336,336,336
2010-09-06,train,84879,355,355,355,355
2010-09-06,train,84946,457,457,385,457
2010-09-06,train,84991,529,516,529,529
2010-09-06,train,84992,121,121,121,121
2010-09-06,train,85099B,1273,1273,1273,1273
2010-09-06,train,85099C,414,414,414,414
2010-09-06,train,85099F,533,533,533,533
2010-09-06,train,85123A,850,848,850,850
2010-09-13,train,15036,3,3,3,3
2010-09-13,train,16014,500,500,500,500
2010-09-13,train,17003,74,74,74,74
2010-09-13,train,20725,134,134,134,134
2010-09-13,train,21212,526,526,526,526
2010-09-13,train,21213,1046,1046,1046,806
2010-09-13,train,21232,393,391,393,393
2010-09-13,train,21977,303,303,303,303
2010-09-13,train,21980,52,52,52,52
2010-09-13,train,21982,86,86,86,86
2010-09-13,train,21984,37,37,37,37
2010-09-13,train,22086,344,344,344,344
2010-09-13,train,22178,83,83,83,83
2010-09-13,train,22197,504,502,504,504
2010-09-13,train,22386,285,285,285,285
2010-09-13,train,71459,40,40,40,40
2010-09-13,train,84077,211,211,211,211
2010-09-13,train,84270,330,330,330,330
2010-09-13,train,84347,61,61,61,61
2010-09-13,train,84568,343,343,343,343
2010-09-13,train,84598,306,306,306,306
2010-09-13,train,84755,136,136,136,136
2010-09-13,train,84879,587,587,587,587
2010-09-13,train,84946,258,252,258,258
2010-09-13,train,84991,556,556,556,556
2010-09-13,train,84992,139,139,139,139
2010-09-13,train,85099B,918,918,918,918
2010-09-13,train,85099C,430,430,430,430
2010-09-13,train,85099F,198,198,198,198
2010-09-13,train,85123A,1042,1042,1042,870
2010-09-20,train,15036,21,21,21,21
2010-09-20,train,16014,0,0,0,0
2010-09-20,train,17003,922,922,922,922
2010-09-20,train,20725,475,475,475,475
2010-09-20,train,21212,894,870,894,894
2010-09-20,train,21213,626,602,626,626
2010-09-20,train,21232,468,466,468,468
2010-09-20,train,21977,497,497,497,497
2010-09-20,train,21980,520,520,520,520
2010-09-20,train,21982,155,155,155,155
2010-09-20,train,21984,487,487,487,487
2010-09-20,train,22086,359,359,359,359
2010-09-20,train,22178,446,446,446,446
2010-09-20,train,22197,1685,1685,1685,677
2010-09-20,train,22386,254,254,254,254
2010-09-20,train,71459,136,136,136,136
2010-09-20,train,84077,917,917,917,917
2010-09-20,train,84270,217,217,217,217
2010-09-20,train,84347,274,274,274,274
2010-09-20,train,84568,36,36,36,36
2010-09-20,train,84598,0,0,0,0
2010-09-20,train,84755,144,144,144,144
2010-09-20,train,84879,1506,1498,1506,1138
2010-09-20,train,84946,414,414,414,414
2010-09-20,train,84991,317,315,317,317
2010-09-20,train,84992,311,311,311,311
2010-09-20,train,85099B,1281,1281,1281,1281
2010-09-20,train,85099C,456,456,456,456
2010-09-20,train,85099F,352,352,352,352
2010-09-20,train,85123A,904,904,904,904
2010-09-27,train,15036,23,23,23,23
2010-09-27,train,16014,0,0,0,0
2010-09-27,train,17003,149,149,149,149
2010-09-27,train,20725,309,307,309,309
2010-09-27,train,21212,1059,1056,1059,1059
2010-09-27,train,21213,260,260,260,260
2010-09-27,train,21232,409,409,409,409
2010-09-27,train,21977,482,482,482,482
2010-09-27,train,21980,102,102,102,102
2010-09-27,train,21982,90,90,90,90
2010-09-27,train,21984,78,78,78,78
2010-09-27,train,22086,495,494,495,495
2010-09-27,train,22178,608,608,608,242
2010-09-27,train,22197,272,272,272,272
2010-09-27,train,22386,498,498,498,498
2010-09-27,train,71459,108,108,108,108
2010-09-27,train,84077,770,770,770,770
2010-09-27,train,84270,210,210,210,210
2010-09-27,train,84347,264,264,264,264
2010-09-27,train,84568,2044,2044,2044,2044
2010-09-27,train,84598,593,593,593,593
2010-09-27,train,84755,272,272,272,272
2010-09-27,train,84879,605,605,605,605
2010-09-27,train,84946,420,420,420,420
2010-09-27,train,84991,520,520,520,520
2010-09-27,train,84992,83,83,83,83
2010-09-27,train,85099B,1547,1547,1547,1547
2010-09-27,train,85099C,405,405,405,405
2010-09-27,train,85099F,98,98,98,98
2010-09-27,train,85123A,602,600,602,602
2010-10-04,train,15036,0,0,0,0
2010-10-04,train,16014,0,0,0,0
2010-10-04,train,17003,5632,5632,5632,5632
2010-10-04,train,20725,220,220,220,220
2010-10-04,train,21212,2083,2083,2083,1123
2010-10-04,train,21213,1823,1823,1823,1103
2010-10-04,train,21232,968,966,968,824
2010-10-04,train,21977,760,760,760,640
2010-10-04,train,21980,78,78,78,78
2010-10-04,train,21982,163,163,163,163
2010-10-04,train,21984,168,168,168,168
2010-10-04,train,22086,1516,1516,1516,820
2010-10-04,train,22178,529,529,529,529
2010-10-04,train,22197,895,895,895,895
2010-10-04,train,22386,218,218,218,218
2010-10-04,train,71459,64,64,64,64
2010-10-04,train,84077,3504,3504,3504,2640
2010-10-04,train,84270,794,794,794,794
2010-10-04,train,84347,3376,3376,3376,856
2010-10-04,train,84568,322,322,322,322
2010-10-04,train,84598,2,2,2,2
2010-10-04,train,84755,296,296,296,296
2010-10-04,train,84879,753,753,753,689
2010-10-04,train,84946,584,584,584,512
2010-10-04,train,84991,986,984,986,746
2010-10-04,train,84992,453,452,453,453
2010-10-04,train,85099B,906,906,906,906
2010-10-04,train,85099C,454,454,454,454
2010-10-04,train,85099F,436,436,436,436
2010-10-04,train,85123A,991,990,991,799
2010-10-11,train,15036,831,831,831,831
2010-10-11,train,16014,20,20,20,20
2010-10-11,train,17003,925,925,925,925
2010-10-11,train,20725,514,514,514,514
2010-10-11,train,21212,1177,1177,1177,1177
2010-10-11,train,21213,480,478,480,480
2010-10-11,train,21232,410,410,410,410
2010-10-11,train,21977,721,721,721,721
2010-10-11,train,21980,135,135,135,135
2010-10-11,train,21982,191,191,191,191
2010-10-11,train,21984,154,154,154,154
2010-10-11,train,22086,529,528,529,529
2010-10-11,train,22178,455,455,455,455
2010-10-11,train,22197,285,285,285,285
2010-10-11,train,22386,907,907,907,707
2010-10-11,train,71459,123,123,123,123
2010-10-11,train,84077,624,624,624,624
2010-10-11,train,84270,606,606,606,606
2010-10-11,train,84347,211,211,211,211
2010-10-11,train,84568,1443,1443,1443,1443
2010-10-11,train,84598,1153,1153,1153,1153
2010-10-11,train,84755,56,56,56,56
2010-10-11,train,84879,2269,2269,2269,1709
2010-10-11,train,84946,241,241,241,241
2010-10-11,train,84991,625,625,625,625
2010-10-11,train,84992,193,193,193,193
2010-10-11,train,85099B,1627,1626,1627,1327
2010-10-11,train,85099C,636,636,636,636
2010-10-11,train,85099F,496,494,496,496
2010-10-11,train,85123A,937,936,937,937
2010-10-18,train,15036,160,160,160,160
2010-10-18,train,16014,40,40,40,40
2010-10-18,train,17003,150,150,150,150
2010-10-18,train,20725,131,129,131,131
2010-10-18,train,21212,1168,1166,1168,1048
2010-10-18,train,21213,516,514,516,516
2010-10-18,train,21232,440,439,440,440
2010-10-18,train,21977,704,703,704,704
2010-10-18,train,21980,160,160,160,160
2010-10-18,train,21982,654,654,654,654
2010-10-18,train,21984,18,18,18,18
2010-10-18,train,22086,400,400,400,400
2010-10-18,train,22178,285,285,285,285
