scenario_id,policy,week_start_utc,queue,dedicated_staff,flex_staff,actual_intake,opening_backlog,capacity,processed,ending_backlog,older_backlog,unprocessed_share
24-50-100,adaptive,2025-08-11,privacy,1,1,151,635,54,54,732,581,0.9312977099236641
24-50-100,adaptive,2025-08-18,billing,6,4,1442,7321,552,552,8211,6769,0.937007874015748
24-50-100,adaptive,2025-08-18,technical,5,7,1369,8380,424,424,9325,7956,0.9565083598317776
24-50-100,adaptive,2025-08-18,privacy,1,1,165,732,54,54,843,678,0.939799331103679
24-50-100,adaptive,2025-08-25,billing,6,4,1489,8211,552,552,9148,7659,0.9430927835051547
24-50-100,adaptive,2025-08-25,technical,5,7,1275,9325,424,424,10176,8901,0.96
24-50-100,adaptive,2025-08-25,privacy,1,1,130,843,54,54,919,789,0.9445015416238438
24-50-100,adaptive,2025-09-01,billing,6,4,1465,9148,552,552,10061,8596,0.9479883162159616
24-50-100,adaptive,2025-09-01,technical,5,7,1258,10176,424,424,11010,9752,0.9629176141332867
24-50-100,adaptive,2025-09-01,privacy,1,1,106,919,54,54,971,865,0.9473170731707317
24-50-100,adaptive,2025-09-08,billing,6,4,1506,10061,552,552,11015,9509,0.9522780323333622
24-50-100,adaptive,2025-09-08,technical,5,7,1327,11010,424,424,11913,10586,0.9656318391829456
24-50-100,adaptive,2025-09-08,privacy,1,1,114,971,54,54,1031,917,0.9502304147465438
24-50-100,optimized,2025-06-23,billing,6,2,1510,0,456,456,1054,0,0.6980132450331126
24-50-100,optimized,2025-06-23,technical,5,9,1591,0,488,488,1103,0,0.6932746700188561
24-50-100,optimized,2025-06-23,privacy,1,1,152,0,54,54,98,0,0.6447368421052632
24-50-100,optimized,2025-06-30,billing,6,2,1238,1054,456,456,1836,598,0.8010471204188482
24-50-100,optimized,2025-06-30,technical,5,9,1356,1103,488,488,1971,615,0.8015453436356242
24-50-100,optimized,2025-06-30,privacy,1,1,123,98,54,54,167,44,0.755656108597285
24-50-100,optimized,2025-07-07,billing,6,2,1572,1836,456,456,2952,1380,0.8661971830985915
24-50-100,optimized,2025-07-07,technical,5,9,1490,1971,488,488,2973,1483,0.8590002889338342
24-50-100,optimized,2025-07-07,privacy,1,1,128,167,54,54,241,113,0.8169491525423729
24-50-100,optimized,2025-07-14,billing,6,3,1393,2952,504,504,3841,2448,0.8840046029919447
24-50-100,optimized,2025-07-14,technical,5,8,1449,2973,456,456,3966,2517,0.8968792401628223
24-50-100,optimized,2025-07-14,privacy,1,1,134,241,54,54,321,187,0.856
24-50-100,optimized,2025-07-21,billing,6,2,1441,3841,456,456,4826,3385,0.9136690647482014
24-50-100,optimized,2025-07-21,technical,5,9,1416,3966,488,488,4894,3478,0.9093273875882572
24-50-100,optimized,2025-07-21,privacy,1,1,146,321,54,54,413,267,0.8843683083511777
24-50-100,optimized,2025-07-28,billing,6,2,1549,4826,456,456,5919,4370,0.9284705882352942
24-50-100,optimized,2025-07-28,technical,5,9,1452,4894,488,488,5858,4406,0.9231011660888749
24-50-100,optimized,2025-07-28,privacy,1,1,158,413,54,54,517,359,0.9054290718038529
24-50-100,optimized,2025-08-04,billing,6,3,1592,5919,504,504,7007,5415,0.9328984156570364
24-50-100,optimized,2025-08-04,technical,5,8,1516,5858,456,456,6918,5402,0.9381611065907242
24-50-100,optimized,2025-08-04,privacy,1,1,172,517,54,54,635,463,0.9216255442670537
24-50-100,optimized,2025-08-11,billing,6,3,1442,7007,504,504,7945,6503,0.9403479701739851
24-50-100,optimized,2025-08-11,technical,5,8,1502,6918,456,456,7964,6462,0.9458432304038005
24-50-100,optimized,2025-08-11,privacy,1,1,151,635,54,54,732,581,0.9312977099236641
24-50-100,optimized,2025-08-18,billing,6,2,1442,7945,456,456,8931,7489,0.9514221796100991
24-50-100,optimized,2025-08-18,technical,5,9,1369,7964,488,488,8845,7476,0.9477124183006536
24-50-100,optimized,2025-08-18,privacy,1,1,165,732,54,54,843,678,0.939799331103679
24-50-100,optimized,2025-08-25,billing,6,3,1489,8931,504,504,9916,8427,0.9516314779270634
24-50-100,optimized,2025-08-25,technical,5,8,1275,8845,456,456,9664,8389,0.9549407114624506
24-50-100,optimized,2025-08-25,privacy,1,1,130,843,54,54,919,789,0.9445015416238438
24-50-100,optimized,2025-09-01,billing,6,3,1465,9916,504,504,10877,9412,0.9557156664616466
24-50-100,optimized,2025-09-01,technical,5,8,1258,9664,456,456,10466,9208,0.9582494048709027
24-50-100,optimized,2025-09-01,privacy,1,1,106,919,54,54,971,865,0.9473170731707317
24-50-100,optimized,2025-09-08,billing,6,3,1506,10877,504,504,11879,10373,0.9592990390050876
24-50-100,optimized,2025-09-08,technical,5,8,1327,10466,456,456,11337,10010,0.9613329941490715
24-50-100,optimized,2025-09-08,privacy,1,1,114,971,54,54,1031,917,0.9502304147465438
24-50-100,hindsight,2025-06-23,billing,6,2,1510,0,456,456,1054,0,0.6980132450331126
24-50-100,hindsight,2025-06-23,technical,5,9,1591,0,488,488,1103,0,0.6932746700188561
24-50-100,hindsight,2025-06-23,privacy,1,1,152,0,54,54,98,0,0.6447368421052632
24-50-100,hindsight,2025-06-30,billing,6,2,1238,1054,456,456,1836,598,0.8010471204188482
24-50-100,hindsight,2025-06-30,technical,5,9,1356,1103,488,488,1971,615,0.8015453436356242
24-50-100,hindsight,2025-06-30,privacy,1,1,123,98,54,54,167,44,0.755656108597285
24-50-100,hindsight,2025-07-07,billing,6,2,1572,1836,456,456,2952,1380,0.8661971830985915
24-50-100,hindsight,2025-07-07,technical,5,9,1490,1971,488,488,2973,1483,0.8590002889338342
24-50-100,hindsight,2025-07-07,privacy,1,1,128,167,54,54,241,113,0.8169491525423729
24-50-100,hindsight,2025-07-14,billing,6,2,1393,2952,456,456,3889,2496,0.8950517836593785
24-50-100,hindsight,2025-07-14,technical,5,9,1449,2973,488,488,3934,2485,0.8896426956128448
24-50-100,hindsight,2025-07-14,privacy,1,1,134,241,54,54,321,187,0.856
24-50-100,hindsight,2025-07-21,billing,6,2,1441,3889,456,456,4874,3433,0.9144465290806755
24-50-100,hindsight,2025-07-21,technical,5,9,1416,3934,488,488,4862,3446,0.908785046728972
24-50-100,hindsight,2025-07-21,privacy,1,1,146,321,54,54,413,267,0.8843683083511777
24-50-100,hindsight,2025-07-28,billing,6,3,1549,4874,504,504,5919,4370,0.9215319943951424
24-50-100,hindsight,2025-07-28,technical,5,8,1452,4862,456,456,5858,4406,0.9277795375356351
24-50-100,hindsight,2025-07-28,privacy,1,1,158,413,54,54,517,359,0.9054290718038529
24-50-100,hindsight,2025-08-04,billing,6,3,1592,5919,504,504,7007,5415,0.9328984156570364
24-50-100,hindsight,2025-08-04,technical,5,8,1516,5858,456,456,6918,5402,0.9381611065907242
24-50-100,hindsight,2025-08-04,privacy,1,1,172,517,54,54,635,463,0.9216255442670537
24-50-100,hindsight,2025-08-11,billing,6,3,1442,7007,504,504,7945,6503,0.9403479701739851
24-50-100,hindsight,2025-08-11,technical,5,8,1502,6918,456,456,7964,6462,0.9458432304038005
24-50-100,hindsight,2025-08-11,privacy,1,1,151,635,54,54,732,581,0.9312977099236641
24-50-100,hindsight,2025-08-18,billing,6,3,1442,7945,504,504,8883,7441,0.9463087248322147
24-50-100,hindsight,2025-08-18,technical,5,8,1369,7964,456,456,8877,7508,0.9511411121825779
24-50-100,hindsight,2025-08-18,privacy,1,1,165,732,54,54,843,678,0.939799331103679
24-50-100,hindsight,2025-08-25,billing,6,3,1489,8883,504,504,9868,8379,0.9514076359429232
24-50-100,hindsight,2025-08-25,technical,5,8,1275,8877,456,456,9696,8421,0.9550827423167849
24-50-100,hindsight,2025-08-25,privacy,1,1,130,843,54,54,919,789,0.9445015416238438
24-50-100,hindsight,2025-09-01,billing,6,3,1465,9868,504,504,10829,9364,0.9555281037677579
24-50-100,hindsight,2025-09-01,technical,5,8,1258,9696,456,456,10498,9240,0.9583713711886069
24-50-100,hindsight,2025-09-01,privacy,1,1,106,919,54,54,971,865,0.9473170731707317
24-50-100,hindsight,2025-09-08,billing,6,3,1506,10829,504,504,11831,10325,0.9591406566680178
24-50-100,hindsight,2025-09-08,technical,5,8,1327,10498,456,456,11369,10042,0.9614376321353065
24-50-100,hindsight,2025-09-08,privacy,1,1,114,971,54,54,1031,917,0.9502304147465438
24-50-125,fixed,2025-06-23,billing,6,5,1510,0,750,750,760,0,0.5033112582781457
24-50-125,fixed,2025-06-23,technical,5,6,1591,0,490,490,1101,0,0.6920175989943432
24-50-125,fixed,2025-06-23,privacy,1,1,152,0,67,67,85,0,0.5592105263157895
24-50-125,fixed,2025-06-30,billing,6,5,1238,760,750,750,1248,10,0.6246246246246246
24-50-125,fixed,2025-06-30,technical,5,6,1356,1101,490,490,1967,611,0.8005698005698005
24-50-125,fixed,2025-06-30,privacy,1,1,123,85,67,67,141,18,0.6778846153846154
24-50-125,fixed,2025-07-07,billing,6,5,1572,1248,750,750,2070,498,0.7340425531914894
24-50-125,fixed,2025-07-07,technical,5,6,1490,1967,490,490,2967,1477,0.8582586057275094
24-50-125,fixed,2025-07-07,privacy,1,1,128,141,67,67,202,74,0.7509293680297398
24-50-125,fixed,2025-07-14,billing,6,5,1393,2070,750,750,2713,1320,0.783424776205602
24-50-125,fixed,2025-07-14,technical,5,6,1449,2967,490,490,3926,2477,0.8890398550724637
24-50-125,fixed,2025-07-14,privacy,1,1,134,202,67,67,269,135,0.8005952380952381
24-50-125,fixed,2025-07-21,billing,6,5,1441,2713,750,750,3404,1963,0.8194511314395763
24-50-125,fixed,2025-07-21,technical,5,6,1416,3926,490,490,4852,3436,0.9082740546611756
24-50-125,fixed,2025-07-21,privacy,1,1,146,269,67,67,348,202,0.8385542168674699
24-50-125,fixed,2025-07-28,billing,6,5,1549,3404,750,750,4203,2654,0.8485766202301636
24-50-125,fixed,2025-07-28,technical,5,6,1452,4852,490,490,5814,4362,0.9222715736040609
24-50-125,fixed,2025-07-28,privacy,1,1,158,348,67,67,439,281,0.8675889328063241
24-50-125,fixed,2025-08-04,billing,6,5,1592,4203,750,750,5045,3453,0.8705780845556514
24-50-125,fixed,2025-08-04,technical,5,6,1516,5814,490,490,6840,5324,0.9331514324693042
24-50-125,fixed,2025-08-04,privacy,1,1,172,439,67,67,544,372,0.8903436988543372
24-50-125,fixed,2025-08-11,billing,6,5,1442,5045,750,750,5737,4295,0.8843841529212271
24-50-125,fixed,2025-08-11,technical,5,6,1502,6840,490,490,7852,6350,0.9412610884679933
24-50-125,fixed,2025-08-11,privacy,1,1,151,544,67,67,628,477,0.9035971223021583
24-50-125,fixed,2025-08-18,billing,6,5,1442,5737,750,750,6429,4987,0.8955286251567071
24-50-125,fixed,2025-08-18,technical,5,6,1369,7852,490,490,8731,7362,0.9468604272855439
24-50-125,fixed,2025-08-18,privacy,1,1,165,628,67,67,726,561,0.9155107187894073
24-50-125,fixed,2025-08-25,billing,6,5,1489,6429,750,750,7168,5679,0.9052791108865875
24-50-125,fixed,2025-08-25,technical,5,6,1275,8731,490,490,9516,8241,0.9510293823705777
24-50-125,fixed,2025-08-25,privacy,1,1,130,726,67,67,789,659,0.9217289719626168
24-50-125,fixed,2025-09-01,billing,6,5,1465,7168,750,750,7883,6418,0.9131240588439709
24-50-125,fixed,2025-09-01,technical,5,6,1258,9516,490,490,10284,9026,0.9545201410803786
24-50-125,fixed,2025-09-01,privacy,1,1,106,789,67,67,828,722,0.9251396648044693
24-50-125,fixed,2025-09-08,billing,6,5,1506,7883,750,750,8639,7133,0.9201192885291298
24-50-125,fixed,2025-09-08,technical,5,6,1327,10284,490,490,11121,9794,0.9577986392214279
24-50-125,fixed,2025-09-08,privacy,1,1,114,828,67,67,875,761,0.9288747346072187
24-50-125,adaptive,2025-06-23,billing,6,4,1510,0,690,690,820,0,0.543046357615894
24-50-125,adaptive,2025-06-23,technical,5,7,1591,0,530,530,1061,0,0.6668761785040854
24-50-125,adaptive,2025-06-23,privacy,1,1,152,0,67,67,85,0,0.5592105263157895
24-50-125,adaptive,2025-06-30,billing,6,4,1238,820,690,690,1368,130,0.6647230320699709
24-50-125,adaptive,2025-06-30,technical,5,7,1356,1061,530,530,1887,531,0.7807199007033513
24-50-125,adaptive,2025-06-30,privacy,1,1,123,85,67,67,141,18,0.6778846153846154
24-50-125,adaptive,2025-07-07,billing,6,4,1572,1368,690,690,2250,678,0.7653061224489796
24-50-125,adaptive,2025-07-07,technical,5,7,1490,1887,530,530,2847,1357,0.8430559668344685
24-50-125,adaptive,2025-07-07,privacy,1,1,128,141,67,67,202,74,0.7509293680297398
24-50-125,adaptive,2025-07-14,billing,6,4,1393,2250,690,690,2953,1560,0.8105956629151798
24-50-125,adaptive,2025-07-14,technical,5,7,1449,2847,530,530,3766,2317,0.8766294227188082
24-50-125,adaptive,2025-07-14,privacy,1,1,134,202,67,67,269,135,0.8005952380952381
24-50-125,adaptive,2025-07-21,billing,6,4,1441,2953,690,690,3704,2263,0.8429676832043695
24-50-125,adaptive,2025-07-21,technical,5,7,1416,3766,530,530,4652,3236,0.8977228869162486
24-50-125,adaptive,2025-07-21,privacy,1,1,146,269,67,67,348,202,0.8385542168674699
24-50-125,adaptive,2025-07-28,billing,6,4,1549,3704,690,690,4563,3014,0.8686464877213022
24-50-125,adaptive,2025-07-28,technical,5,7,1452,4652,530,530,5574,4122,0.9131716906946264
24-50-125,adaptive,2025-07-28,privacy,1,1,158,348,67,67,439,281,0.8675889328063241
24-50-125,adaptive,2025-08-04,billing,6,4,1592,4563,690,690,5465,3873,0.8878960194963444
24-50-125,adaptive,2025-08-04,technical,5,7,1516,5574,530,530,6560,5044,0.92524682651622
24-50-125,adaptive,2025-08-04,privacy,1,1,172,439,67,67,544,372,0.8903436988543372
24-50-125,adaptive,2025-08-11,billing,6,4,1442,5465,690,690,6217,4775,0.900101346460113
24-50-125,adaptive,2025-08-11,technical,5,7,1502,6560,530,530,7532,6030,0.9342594889605557
24-50-125,adaptive,2025-08-11,privacy,1,1,151,544,67,67,628,477,0.9035971223021583
24-50-125,adaptive,2025-08-18,billing,6,4,1442,6217,690,690,6969,5527,0.9099099099099099
24-50-125,adaptive,2025-08-18,technical,5,7,1369,7532,530,530,8371,7002,0.9404561285248848
24-50-125,adaptive,2025-08-18,privacy,1,1,165,628,67,67,726,561,0.9155107187894073
24-50-125,adaptive,2025-08-25,billing,6,4,1489,6969,690,690,7768,6279,0.9184204303617877
24-50-125,adaptive,2025-08-25,technical,5,7,1275,8371,530,530,9116,7841,0.945054945054945
24-50-125,adaptive,2025-08-25,privacy,1,1,130,726,67,67,789,659,0.9217289719626168
24-50-125,adaptive,2025-09-01,billing,6,4,1465,7768,690,690,8543,7078,0.9252680602187805
24-50-125,adaptive,2025-09-01,technical,5,7,1258,9116,530,530,9844,8586,0.9489107383844226
24-50-125,adaptive,2025-09-01,privacy,1,1,106,789,67,67,828,722,0.9251396648044693
24-50-125,adaptive,2025-09-08,billing,6,4,1506,8543,690,690,9359,7853,0.9313364513881979
24-50-125,adaptive,2025-09-08,technical,5,7,1327,9844,530,530,10641,9314,0.9525557246441679
24-50-125,adaptive,2025-09-08,privacy,1,1,114,828,67,67,875,761,0.9288747346072187
24-50-125,optimized,2025-06-23,billing,6,2,1510,0,570,570,940,0,0.6225165562913907
24-50-125,optimized,2025-06-23,technical,5,9,1591,0,610,610,981,0,0.61659333752357
24-50-125,optimized,2025-06-23,privacy,1,1,152,0,67,67,85,0,0.5592105263157895
24-50-125,optimized,2025-06-30,billing,6,2,1238,940,570,570,1608,370,0.7382920110192838
24-50-125,optimized,2025-06-30,technical,5,9,1356,981,610,610,1727,371,0.7389816003423192
24-50-125,optimized,2025-06-30,privacy,1,1,123,85,67,67,141,18,0.6778846153846154
24-50-125,optimized,2025-07-07,billing,6,2,1572,1608,570,570,2610,1038,0.8207547169811321
24-50-125,optimized,2025-07-07,technical,5,9,1490,1727,610,610,2607,1117,0.8103823437985701
24-50-125,optimized,2025-07-07,privacy,1,1,128,141,67,67,202,74,0.7509293680297398
24-50-125,optimized,2025-07-14,billing,6,3,1393,2610,630,630,3373,1980,0.8426180364726455
24-50-125,optimized,2025-07-14,technical,5,8,1449,2607,570,570,3486,2037,0.8594674556213018
24-50-125,optimized,2025-07-14,privacy,1,1,134,202,67,67,269,135,0.8005952380952381
24-50-125,optimized,2025-07-21,billing,6,2,1441,3373,570,570,4244,2803,0.8815953469048609
24-50-125,optimized,2025-07-21,technical,5,9,1416,3486,610,610,4292,2876,0.8755609955120359
24-50-125,optimized,2025-07-21,privacy,1,1,146,269,67,67,348,202,0.8385542168674699
24-50-125,optimized,2025-07-28,billing,6,2,1549,4244,570,570,5223,3674,0.9016053858104609
24-50-125,optimized,2025-07-28,technical,5,9,1452,4292,610,610,5134,3682,0.8938022284122563
24-50-125,optimized,2025-07-28,privacy,1,1,158,348,67,67,439,281,0.8675889328063241
24-50-125,optimized,2025-08-04,billing,6,3,1592,5223,630,630,6185,4593,0.9075568598679383
24-50-125,optimized,2025-08-04,technical,5,8,1516,5134,570,570,6080,4564,0.9142857142857143
24-50-125,optimized,2025-08-04,privacy,1,1,172,439,67,67,544,372,0.8903436988543372
24-50-125,optimized,2025-08-11,billing,6,3,1442,6185,630,630,6997,5555,0.9173987150911236
24-50-125,optimized,2025-08-11,technical,5,8,1502,6080,570,570,7012,5510,0.9248219467159061
24-50-125,optimized,2025-08-11,privacy,1,1,151,544,67,67,628,477,0.9035971223021583
24-50-125,optimized,2025-08-18,billing,6,2,1442,6997,570,570,7869,6427,0.932456452186278
24-50-125,optimized,2025-08-18,technical,5,9,1369,7012,610,610,7771,6402,0.9272163226345305
24-50-125,optimized,2025-08-18,privacy,1,1,165,628,67,67,726,561,0.9155107187894073
24-50-125,optimized,2025-08-25,billing,6,3,1489,7869,630,630,8728,7239,0.9326779226330413
24-50-125,optimized,2025-08-25,technical,5,8,1275,7771,570,570,8476,7201,0.9369887242980323
24-50-125,optimized,2025-08-25,privacy,1,1,130,726,67,67,789,659,0.9217289719626168
24-50-125,optimized,2025-09-01,billing,6,3,1465,8728,630,630,9563,8098,0.9381928774649269
24-50-125,optimized,2025-09-01,technical,5,8,1258,8476,570,570,9164,7906,0.941442366961167
24-50-125,optimized,2025-09-01,privacy,1,1,106,789,67,67,828,722,0.9251396648044693
24-50-125,optimized,2025-09-08,billing,6,3,1506,9563,630,630,10439,8933,0.9430842894570421
24-50-125,optimized,2025-09-08,technical,5,8,1327,9164,570,570,9921,8594,0.9456677151844438
24-50-125,optimized,2025-09-08,privacy,1,1,114,828,67,67,875,761,0.9288747346072187
24-50-125,hindsight,2025-06-23,billing,6,2,1510,0,570,570,940,0,0.6225165562913907
24-50-125,hindsight,2025-06-23,technical,5,9,1591,0,610,610,981,0,0.61659333752357
24-50-125,hindsight,2025-06-23,privacy,1,1,152,0,67,67,85,0,0.5592105263157895
24-50-125,hindsight,2025-06-30,billing,6,2,1238,940,570,570,1608,370,0.7382920110192838
24-50-125,hindsight,2025-06-30,technical,5,9,1356,981,610,610,1727,371,0.7389816003423192
24-50-125,hindsight,2025-06-30,privacy,1,1,123,85,67,67,141,18,0.6778846153846154
24-50-125,hindsight,2025-07-07,billing,6,2,1572,1608,570,570,2610,1038,0.8207547169811321
24-50-125,hindsight,2025-07-07,technical,5,9,1490,1727,610,610,2607,1117,0.8103823437985701
24-50-125,hindsight,2025-07-07,privacy,1,1,128,141,67,67,202,74,0.7509293680297398
24-50-125,hindsight,2025-07-14,billing,6,2,1393,2610,570,570,3433,2040,0.8576067949038221
24-50-125,hindsight,2025-07-14,technical,5,9,1449,2607,610,610,3446,1997,0.8496055226824457
24-50-125,hindsight,2025-07-14,privacy,1,1,134,202,67,67,269,135,0.8005952380952381
24-50-125,hindsight,2025-07-21,billing,6,3,1441,3433,630,630,4244,2803,0.8707427164546574
24-50-125,hindsight,2025-07-21,technical,5,8,1416,3446,570,570,4292,2876,0.8827642945290004
24-50-125,hindsight,2025-07-21,privacy,1,1,146,269,67,67,348,202,0.8385542168674699
24-50-125,hindsight,2025-07-28,billing,6,3,1549,4244,630,630,5163,3614,0.8912480580010357
24-50-125,hindsight,2025-07-28,technical,5,8,1452,4292,570,570,5174,3722,0.900766016713092
24-50-125,hindsight,2025-07-28,privacy,1,1,158,348,67,67,439,281,0.8675889328063241
24-50-125,hindsight,2025-08-04,billing,6,3,1592,5163,630,630,6125,4533,0.9067357512953368
24-50-125,hindsight,2025-08-04,technical,5,8,1516,5174,570,570,6120,4604,0.9147982062780269
24-50-125,hindsight,2025-08-04,privacy,1,1,172,439,67,67,544,372,0.8903436988543372
24-50-125,hindsight,2025-08-11,billing,6,2,1442,6125,570,570,6997,5555,0.9246729218977138
24-50-125,hindsight,2025-08-11,technical,5,9,1502,6120,610,610,7012,5510,0.9199685122015219
24-50-125,hindsight,2025-08-11,privacy,1,1,151,544,67,67,628,477,0.9035971223021583
24-50-125,hindsight,2025-08-18,billing,6,3,1442,6997,630,630,7809,6367,0.9253466050479915
24-50-125,hindsight,2025-08-18,technical,5,8,1369,7012,570,570,7811,6442,0.9319890227896432
24-50-125,hindsight,2025-08-18,privacy,1,1,165,628,67,67,726,561,0.9155107187894073
24-50-125,hindsight,2025-08-25,billing,6,3,1489,7809,630,630,8668,7179,0.9322434932243493
24-50-125,hindsight,2025-08-25,technical,5,8,1275,7811,570,570,8516,7241,0.9372661237068016
24-50-125,hindsight,2025-08-25,privacy,1,1,130,726,67,67,789,659,0.9217289719626168
24-50-125,hindsight,2025-09-01,billing,6,3,1465,8668,630,630,9503,8038,0.9378269022007303
24-50-125,hindsight,2025-09-01,technical,5,8,1258,8516,570,570,9204,7946,0.941682013505218
24-50-125,hindsight,2025-09-01,privacy,1,1,106,789,67,67,828,722,0.9251396648044693
24-50-125,hindsight,2025-09-08,billing,6,3,1506,9503,630,630,10379,8873,0.9427740939231538
24-50-125,hindsight,2025-09-08,technical,5,8,1327,9204,570,570,9961,8634,0.9458740860317159
24-50-125,hindsight,2025-09-08,privacy,1,1,114,828,67,67,875,761,0.9288747346072187
24-100-75,fixed,2025-06-23,billing,0,10,1510,0,360,360,1150,0,0.7615894039735099
24-100-75,fixed,2025-06-23,technical,0,12,1591,0,288,288,1303,0,0.8189817724701446
24-100-75,fixed,2025-06-23,privacy,0,2,152,0,36,36,116,0,0.7631578947368421
24-100-75,fixed,2025-06-30,billing,0,10,1238,1150,360,360,2028,790,0.8492462311557789
24-100-75,fixed,2025-06-30,technical,0,12,1356,1303,288,288,2371,1015,0.8916886047386235
24-100-75,fixed,2025-06-30,privacy,0,2,123,116,36,36,203,80,0.8493723849372385
24-100-75,fixed,2025-07-07,billing,0,10,1572,2028,360,360,3240,1668,0.9
24-100-75,fixed,2025-07-07,technical,0,12,1490,2371,288,288,3573,2083,0.9254079254079254
24-100-75,fixed,2025-07-07,privacy,0,2,128,203,36,36,295,167,0.8912386706948641
24-100-75,fixed,2025-07-14,billing,0,10,1393,3240,360,360,4273,2880,0.9222965680984243
24-100-75,fixed,2025-07-14,technical,0,12,1449,3573,288,288,4734,3285,0.942652329749104
24-100-75,fixed,2025-07-14,privacy,0,2,134,295,36,36,393,259,0.916083916083916
24-100-75,fixed,2025-07-21,billing,0,10,1441,4273,360,360,5354,3913,0.9369968498424921
24-100-75,fixed,2025-07-21,technical,0,12,1416,4734,288,288,5862,4446,0.953170731707317
24-100-75,fixed,2025-07-21,privacy,0,2,146,393,36,36,503,357,0.9332096474953617
24-100-75,fixed,2025-07-28,billing,0,10,1549,5354,360,360,6543,4994,0.9478487614080835
24-100-75,fixed,2025-07-28,technical,0,12,1452,5862,288,288,7026,5574,0.9606234618539786
24-100-75,fixed,2025-07-28,privacy,0,2,158,503,36,36,625,467,0.9455370650529501
24-100-75,fixed,2025-08-04,billing,0,10,1592,6543,360,360,7775,6183,0.9557467732022127
24-100-75,fixed,2025-08-04,technical,0,12,1516,7026,288,288,8254,6738,0.9662842425661438
24-100-75,fixed,2025-08-04,privacy,0,2,172,625,36,36,761,589,0.9548306148055207
24-100-75,fixed,2025-08-11,billing,0,10,1442,7775,360,360,8857,7415,0.9609417380926549
24-100-75,fixed,2025-08-11,technical,0,12,1502,8254,288,288,9468,7966,0.9704797047970479
24-100-75,fixed,2025-08-11,privacy,0,2,151,761,36,36,876,725,0.9605263157894737
24-100-75,fixed,2025-08-18,billing,0,10,1442,8857,360,360,9939,8497,0.9650451500145645
24-100-75,fixed,2025-08-18,technical,0,12,1369,9468,288,288,10549,9180,0.9734243794408046
24-100-75,fixed,2025-08-18,privacy,0,2,165,876,36,36,1005,840,0.9654178674351584
24-100-75,fixed,2025-08-25,billing,0,10,1489,9939,360,360,11068,9579,0.968498424921246
24-100-75,fixed,2025-08-25,technical,0,12,1275,10549,288,288,11536,10261,0.9756427604871448
24-100-75,fixed,2025-08-25,privacy,0,2,130,1005,36,36,1099,969,0.9682819383259912
24-100-75,fixed,2025-09-01,billing,0,10,1465,11068,360,360,12173,10708,0.9712758318040373
24-100-75,fixed,2025-09-01,technical,0,12,1258,11536,288,288,12506,11248,0.9774894481788339
24-100-75,fixed,2025-09-01,privacy,0,2,106,1099,36,36,1169,1063,0.9701244813278008
24-100-75,fixed,2025-09-08,billing,0,10,1506,12173,360,360,13319,11813,0.9736822867168653
24-100-75,fixed,2025-09-08,technical,0,12,1327,12506,288,288,13545,12218,0.9791802212101497
24-100-75,fixed,2025-09-08,privacy,0,2,114,1169,36,36,1247,1133,0.9719407638347622
24-100-75,adaptive,2025-06-23,billing,0,8,1510,0,288,288,1222,0,0.8092715231788079
24-100-75,adaptive,2025-06-23,technical,0,14,1591,0,336,336,1255,0,0.7888120678818353
24-100-75,adaptive,2025-06-23,privacy,0,2,152,0,36,36,116,0,0.7631578947368421
24-100-75,adaptive,2025-06-30,billing,0,9,1238,1222,324,324,2136,898,0.8682926829268293
24-100-75,adaptive,2025-06-30,technical,0,13,1356,1255,312,312,2299,943,0.8805055534278055
24-100-75,adaptive,2025-06-30,privacy,0,2,123,116,36,36,203,80,0.8493723849372385
24-100-75,adaptive,2025-07-07,billing,0,8,1572,2136,288,288,3420,1848,0.9223300970873787
24-100-75,adaptive,2025-07-07,technical,0,14,1490,2299,336,336,3453,1963,0.9113222486144101
24-100-75,adaptive,2025-07-07,privacy,0,2,128,203,36,36,295,167,0.8912386706948641
24-100-75,adaptive,2025-07-14,billing,0,9,1393,3420,324,324,4489,3096,0.932682318720133
24-100-75,adaptive,2025-07-14,technical,0,13,1449,3453,312,312,4590,3141,0.9363525091799265
24-100-75,adaptive,2025-07-14,privacy,0,2,134,295,36,36,393,259,0.916083916083916
24-100-75,adaptive,2025-07-21,billing,0,9,1441,4489,324,324,5606,4165,0.945362563237774
24-100-75,adaptive,2025-07-21,technical,0,14,1416,4590,336,336,5670,4254,0.9440559440559441
24-100-75,adaptive,2025-07-21,privacy,0,1,146,393,18,18,521,375,0.9666048237476809
24-100-75,adaptive,2025-07-28,billing,0,9,1549,5606,324,324,6831,5282,0.9547169811320755
24-100-75,adaptive,2025-07-28,technical,0,13,1452,5670,312,312,6810,5358,0.9561920808761584
24-100-75,adaptive,2025-07-28,privacy,0,2,158,521,36,36,643,485,0.946980854197349
24-100-75,adaptive,2025-08-04,billing,0,9,1592,6831,324,324,8099,6507,0.961533895286715
24-100-75,adaptive,2025-08-04,technical,0,13,1516,6810,312,312,8014,6498,0.9625270237809272
24-100-75,adaptive,2025-08-04,privacy,0,2,172,643,36,36,779,607,0.9558282208588957
24-100-75,adaptive,2025-08-11,billing,0,9,1442,8099,324,324,9217,7775,0.9660412954616916
24-100-75,adaptive,2025-08-11,technical,0,13,1502,8014,312,312,9204,7702,0.9672131147540983
24-100-75,adaptive,2025-08-11,privacy,0,2,151,779,36,36,894,743,0.9612903225806452
